indice_desenvolvimento_cidade,horas_formacao,anos_exp_num,genero,experiencia_relevante,inscricao_universidade,nivel_educacao,area_formacao,tipo_empresa,dimensao_empresa,anos_desde_ultimo_emprego,target
0.92,80,5.0,Desconhecido,Sem experiência relevante,Não inscrito,Licenciatura,Artes,Empresa privada,100 a 500,Desconhecido,0
0.698,48,7.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,3 anos,0
0.743,64,6.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,5000 a 9999,1 ano,0
0.624,2,6.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,2 anos,1
0.92,116,6.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,Desconhecido,2 anos,1
0.698,6,1.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Desconhecido,0
0.91,53,13.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,2 anos,0
0.624,65,3.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,0
0.802,174,11.0,Feminino,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,1 ano,0
0.624,135,9.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,Mais de 4 anos,1
0.92,83,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,Mais de 4 anos,0
0.92,28,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Artes,Startup financiada,100 a 500,1 ano,0
0.939,30,7.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,50 a 99,1 ano,0
0.624,58,5.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,100 a 500,1 ano,0
0.949,38,5.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,1 ano,0
0.624,176,1.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",ONG,Menos de 10,Desconhecido,1
0.92,24,5.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,Desconhecido,0
0.924,70,19.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,Gestão e Negócios,Empresa privada,1000 a 4999,2 anos,0
0.91,34,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,Humanidades,Empresa privada,100 a 500,Mais de 4 anos,0
0.893,52,6.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup em fase inicial,100 a 500,1 ano,0
0.55,48,6.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.698,42,7.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Desconhecido,Nunca,1
0.55,39,4.0,Masculino,Sem experiência relevante,Não inscrito,Mestrado,Gestão e Negócios,Desconhecido,Desconhecido,4 anos,1
0.91,4,11.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,5000 a 9999,Mais de 4 anos,0
0.624,192,3.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,1 ano,1
0.92,8,15.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,0
0.6659999999999999,70,6.0,Feminino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,10 a 49,Nunca,0
0.92,105,6.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,1000 a 4999,4 anos,0
0.92,220,3.0,Desconhecido,Sem experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",ONG,100 a 500,1 ano,0
0.855,76,11.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,5000 a 9999,2 anos,1
0.939,102,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,Mais de 4 anos,0
0.924,43,14.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,Mais de 4 anos,0
0.698,36,11.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",ONG,100 a 500,1 ano,0
0.742,220,2.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Nunca,1
0.92,50,6.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,2 anos,1
0.92,165,12.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Desconhecido,1 ano,0
0.897,98,6.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,0
0.926,10,5.0,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.939,25,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,Gestão e Negócios,Desconhecido,Desconhecido,1 ano,1
0.624,180,5.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.897,52,10.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,Desconhecido,Empresa privada,1000 a 4999,2 anos,0
0.887,70,21.0,Masculino,Sem experiência relevante,Não inscrito,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,100 a 500,Mais de 4 anos,0
0.92,40,7.0,Desconhecido,Sem experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,1 ano,1
0.897,160,4.0,Desconhecido,Com experiência relevante,Curso a tempo parcial,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,2 anos,0
0.926,246,17.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,0
0.84,34,9.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Outro,10 a 49,1 ano,0
0.92,24,1.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.895,105,3.0,Outro,Sem experiência relevante,Curso a tempo inteiro,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,2 anos,0
0.848,11,6.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,500 a 999,1 ano,0
0.884,11,4.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,4 anos,0
0.92,73,7.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,4 anos,0
0.92,22,6.0,Desconhecido,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Empresa privada,100 a 500,Mais de 4 anos,0
0.91,56,7.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,Humanidades,Desconhecido,Desconhecido,2 anos,0
0.92,26,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,2 anos,0
0.897,112,9.0,Masculino,Com experiência relevante,Curso a tempo parcial,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,10000 ou mais,1 ano,0
0.92,21,5.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Menos de 10,1 ano,0
0.92,26,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,1000 a 4999,Mais de 4 anos,0
0.802,48,11.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,Artes,Empresa privada,50 a 99,Mais de 4 anos,0
0.92,23,3.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Empresa privada,10000 ou mais,1 ano,0
0.624,43,2.0,Desconhecido,Sem experiência relevante,Desconhecido,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.92,6,16.0,Outro,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",ONG,10000 ou mais,Mais de 4 anos,0
0.92,23,4.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,50 a 99,3 anos,0
0.624,101,13.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,2 anos,1
0.92,160,21.0,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Empresa privada,Menos de 10,Mais de 4 anos,0
0.92,36,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Menos de 10,Mais de 4 anos,0
0.789,52,9.0,Desconhecido,Sem experiência relevante,Desconhecido,Licenciatura,Gestão e Negócios,Empresa privada,Desconhecido,Nunca,1
0.8959999999999999,210,5.0,Masculino,Sem experiência relevante,Curso a tempo parcial,Ensino Secundário,Desconhecido,Startup em fase inicial,Menos de 10,Nunca,1
0.92,188,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,Mais de 4 anos,1
0.92,192,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,3 anos,0
0.92,226,15.0,Feminino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,50 a 99,1 ano,0
0.555,112,7.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.91,50,10.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,Mais de 4 anos,0
0.897,48,10.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,50 a 99,1 ano,0
0.92,50,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Humanidades,Desconhecido,Desconhecido,Mais de 4 anos,0
0.8270000000000001,51,12.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,1
0.92,21,15.0,Desconhecido,Sem experiência relevante,Não inscrito,Mestrado,Outro,Desconhecido,Desconhecido,2 anos,0
0.836,36,9.0,Masculino,Sem experiência relevante,Desconhecido,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.624,88,3.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,2 anos,0
0.754,232,16.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",ONG,50 a 99,Nunca,0
0.926,53,8.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,4 anos,0
0.921,76,3.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.624,130,7.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,50 a 99,1 ano,0
0.804,80,9.0,Masculino,Com experiência relevante,Não inscrito,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,1 ano,0
0.624,9,8.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,3 anos,1
0.923,66,5.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,3 anos,0
0.754,222,12.0,Feminino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,100 a 500,1 ano,0
0.924,50,5.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,Outro,Desconhecido,Desconhecido,1 ano,0
0.624,20,9.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,4 anos,0
0.855,57,5.0,Masculino,Sem experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,1 ano,0
0.926,34,9.0,Desconhecido,Sem experiência relevante,Não inscrito,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",ONG,10 a 49,1 ano,0
0.624,39,18.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.92,12,1.0,Desconhecido,Sem experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Empresa privada,Desconhecido,1 ano,1
0.698,96,13.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,0
0.926,47,21.0,Masculino,Com experiência relevante,Não inscrito,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,1000 a 4999,1 ano,0
0.743,78,7.0,Masculino,Sem experiência relevante,Não inscrito,Desconhecido,Desconhecido,Empresa privada,Desconhecido,Nunca,1
0.92,91,11.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,100 a 500,2 anos,0
0.92,9,7.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,1
0.926,136,11.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,Mais de 4 anos,0
0.769,13,7.0,Masculino,Com experiência relevante,Curso a tempo parcial,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,50 a 99,3 anos,0
0.939,114,8.0,Masculino,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,0
0.887,27,12.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Menos de 10,2 anos,0
0.939,150,15.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.682,28,3.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",ONG,10 a 49,1 ano,1
0.899,302,15.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,50 a 99,2 anos,0
0.92,30,9.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Sem especialização,Empresa privada,50 a 99,Mais de 4 anos,0
0.92,20,9.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,50 a 99,1 ano,0
0.7759999999999999,8,4.0,Desconhecido,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,0
0.939,40,4.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Empresa privada,Desconhecido,Nunca,0
0.855,20,10.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,10 a 49,1 ano,0
0.899,48,7.0,Masculino,Com experiência relevante,Curso a tempo parcial,Ensino Secundário,Desconhecido,Setor público,Desconhecido,2 anos,0
0.92,166,14.0,Desconhecido,Sem experiência relevante,Não inscrito,Licenciatura,Outro,Empresa privada,100 a 500,Mais de 4 anos,0
0.92,132,21.0,Masculino,Sem experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,1000 a 4999,Mais de 4 anos,0
0.884,40,13.0,Desconhecido,Com experiência relevante,Curso a tempo parcial,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,1 ano,0
0.92,19,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,2 anos,0
0.92,138,4.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,3 anos,0
0.92,108,4.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Nunca,1
0.6890000000000001,166,6.0,Masculino,Sem experiência relevante,Desconhecido,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,2 anos,1
0.92,90,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,2 anos,0
0.865,36,12.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,10 a 49,2 anos,0
